,UI/UX,Functionality,Subscription & Pricing,Content Quality,Rating,Komentar,Technical & Access
624,,,,,4.0,"Mohon maaf, saya sudah berlangganan namun susah sekali masuk ketika memasukkan email saya saat ini. Jadi tiba-tiba saja kayak hilang sinyal dan tidak bisa direfresh. Saya udah coba instal ulang tpi malah tidak bisa masuk melalui email saya. Mohon bantuannya!",-1.0
625,,,,1.0,5.0,Salah satu aplikasi yang memuat berbagai macam warta dan rubrik cerita baik dalam lingkup nasional maupun internasional secara lengkap. Dapat menjadi salah satu referensi informasi online.,
626,1.0,1.0,,1.0,5.0,Tersedia berita dengan tampilan yang nyaman seperti membaca website tapi bedanya disini diberitakan secara lebih mendalam dan juga tanpa iklan yang mengganggu. Ada juga pilihan tampilan seperti koran. Selain itu ada fitur dimana AI bisa membacakan berita untuk kita sehingga kita tinggal mendengarkan saja tanpa harus membaca. Kita juga bisa download ebook gratis disini.,
627,,,0.0,,3.0,Sebaiknya sih kalau itu berita digratiskan saja untuk umum kasian kalau disuruh bayar premium dulu kalo buat baca berita jadinya kayak ngga iklas ngasi berita,
628,0.0,,,,4.0,Tolong sediakan tampilan layout seperti berita digital pada umumnya juga di korannya. Bisa cek di tampilan aplikasi koran tempo. Kita buka koean di ponsel jadi harus repot zoom in zoom out dulu.,
629,-1.0,,,,3.0,kenapa tampilan ePaper nya muncul nama file di sebelah kanan yang menutupi teks sehingga menyulitkan membaca. khusus nya di akses menggunakan handphone. sementara di akses di tablet aman aja. mohon info bagaimana cara supaya tidak muncul nama file nya,
630,,,0.0,,2.0,"mohon maaf admin kompas, ijin menyampaikan untuk membuka artikel atau berita dalam kompas harus belangganan, apakah boleh secara GRATIS untuk memudahkan para pelajar dan mahasiswa untuk membaca berita dengan tidak memerlukan biaya. ada gratis tapi hanya untuk tiga kali saja. itu belum cukup puas buat para pelajar dan mahasiswa. Terimakasih",
631,,,,1.0,3.0,Salam sejahtera kita semuaSemoga mendapat RahmatNya .Saya senang membuka Kompas kerna banyak berita berita yang pentig perlu diketahui sebagai pelajaran bagi kita semoga Kompas Sokses selalu Amiin YRA HjSaniah Tgl 10 Disember 2023,
632,,,,1.0,5.0,"Aplikasi Kompas.id ini sangat berguna sekali, semenjak saya menggunakan aplikasi ini, saya bisa mengetahui update berita terbaru, mantep banget guys 🤩🤩👍👍",
633,,,,1.0,5.0,"aplikasi berita bagus di tengah banjirnya informasi. baca kompas.id banyak ulasan, mencerahkan, bukan sekadar berita. search engine-nya mungkin bisa diperbaiki supaya pencarian lebih mudah.",
634,,,,,5.0,"Konsonan langit yang akan menjadi sebuah takdir cinta kita, menjadikan hamparan bahwa saksi ini, detik ini, secara sinaran ultrafeng yang mulai dinaungi oleh greenday akan menjadi cranberries cinta kita menjadi nyata. Aku sudah mempersembahkan terjun dari helikopter untuk kamu, sayang... by. vicky prasetyo",
635,,,,,4.0,bLom melihat ada minusnya ntar kaLo da minusnya siap di komen ya? dan di perbaiki. tapi berusahalah untuk terus menjadi berita terkini,
636,,,,,4.0,"SAYA SUDAH MENCOBA BETBSGAI APLILASI NAMUN ADA SAJA KENDALA YANG SAYA HADAPI DAN MENBACA TAWARAN APLIKASI INI KEKIATANNYA SANGAT BAGUS MAKA SAYA MAU MENCOBANYA, WASSALAM.",
637,,,1.0,1.0,5.0,"Aplikasi yang sangat dibutuhkan bagi kaum anak muda, sangat recommended untuk berlangganan dengan segala fitur kerennya. Dari kompas muda, bahkan game edukatifnya. Luv bgt pokoknya...",
638,-1.0,,,,5.0,"Untuk edisi e paper, pada setiap halaman, disamping kanan, selalu tertera nomor/angka2. Keberadaan nomor/angka ini menutupi sebagian teks berita, sehingga pembaca kesulitan untuk membaca teks berita. Hal ini sangat menganggu kenyamanan.",
639,-1.0,-1.0,,,1.0,"Kekurangan nya: kurang menarik mata dan tidak dapat di salin, kalau boleh sih harusnya bisa di salin karena para Mahasiswa atau Siswa sering memiliki tugas makala",
640,,,,,5.0,sangat cocok bagi Anda ketahui sebelumnya yang hanya bisa pasrah saja dan kapan saja tanpa ada batasan usia kehamilan sekitar pukul penjualan mobil Honda Brio Satya dan darma jaya Cisauk Tangerang Selatan Banten Jakarta DKI Jakarta Jakarta barat Jakarta Selatan Banten dan Jawa timur dan barat komplit,
641,,,,,5.0,"PEMBIARAN PEMERINTAH dengan membibiarkan Galian C di wilayah Bekasi,kecamatan serang baru desa sirna jaya,seakan pemerintah setempat turup mata,kami sebagai warga masyarakat,tida seruju dengan ada nya perusahaan iru,karena sangat mengganggu aktipitas masyarakat,reutama ,jalanan rusak,",
642,,,-1.0,,1.0,"Bingung caranya berhenti berlangganan, udah ikuti instruksi tapi ga ketemu langkah yang diarahkan di petunjuk berhenti berlangganan. Ribet. Hal mendasar begini mestinya tinggal klik, selesai. Ga recommended buat yang cuma mau coba-coba.",
643,,,,,2.0,Nama lengkap Dr Arifuddim MM sangat tertarik berita 2 ulasan sport sepak bola tennis berenang dan juga ulasan politik dalam negeri danluar negeri dan perkembangan sektor Maritim dan pelajaran di negeri kita sebagai salah satu negara maritim terbesar didunia terima kasih Atas perhatian wassalam,
644,,1.0,,,5.0,Baru saya sadari ternyata zoom-in dengan cara tap 2 kali saat membaca e-paper itu berbeda-beda. Kalo tap nya di text konten akan ngezoom-in sesuai ukuran layar. Kalo tap nya di gambar akan menyesuaikan ukuran layar. Mantap dah gak usah repot² ngezoom pake 2 jari. Makin nyaman baca koran sambil tiduran.,
645,,,-1.0,,1.0,"Sudah berlangganan, tapi tetap tidak bisa akses epaper, lewat shopeepay udah terbayarkan padahal. Rugi malah tidak ada pemberitahuan tidak ada layanan",-1.0
646,,,-1.0,1.0,5.0,bagus sekali aplikasi nya menbuat kita jadi ga ketinggalan impormasi cuma sayang kita hrs berlangganan dgn mahal di saat ekonomi sprti ini saya rasa itu sngt memberatkan pdhl impormasi itu hak masarakat tapi knpa hrs di bebankan dgn harga yg mahal mungkin hanya beberapa orang aja yg mau berlangganan tdk menjangkau semua kalangan masarakat.,
647,,,,,5.0,"""Media kompas tetaplah menjadi dirimu sendiri dan corong bagi seluruh isi bumi dan langit untuk menyuarakan hal benar kalau itu benar dan salah kalau itu salah walau mimis moncong senjata ada di kepalamu""",
648,0.0,,,1.0,4.0,"Bagus aplikasinya, beritanya selalu terupdate termasuk epapernya meski nggak selalu. Dan kalau bisa tambahkan efek 3D pada epapernya ketika berpindah halaman, agar terlihat seperti asli👍",
649,,,,,2.0,"isinya bagus, cuma setiap bulan saat saya membayar perpanjangan langganan Kompas.id dengan dipotong pulsa Indosat, selalu ada error, dan setiap bulan saya harus menghubungi Customer Service Kompas agar Kompas.id saya bisa diakses dan tidak ada perubahan perbaikan. Mohon bantuannya untuk perbaikan agar setiap saya memperpanjang langganan akses Kompas.id tidak ada kendala lagi dan bisa cukup praktis saat dipotong pulsa Indosat saya setiap bulan. Terima kasih",-1.0
650,,,,,1.0,"kl langganan ga bisa langsung masih harus lapor admin untuk aktifasi. ada bug, berupa notifikasi blm dibaca, walau sudah buka semua notifikasi.",-1.0
651,,-1.0,,,2.0,"Update terakhir justru membuat tidak nyaman, setiap membaca 1 artikel selalu kembali ke artikel paling baru/paling atas sehingga harus scroll ke bawah yg kadang2 butuh waktu lama",
652,-1.0,,,,4.0,"Tolong Kompas.id, font-nya setelah update aplikasi Android kok jelek sekali, pusing bacanya. Lebih bagus font sebelumnya. Tolong kembalikan font yang lama. Atau setidak-tidaknya beri kami opsi untuk menggunakan font yang lama. Terimakasih.",
653,,,,-1.0,1.0,"Independen terpercaya?? yakin ga tuh?Kayaknya kompas udah kehilangan arah. Makin kesini makin kelihatan framing yg disajikan tergantung uang dan kekuasaan.. Yg penting cuan, independensi nomer sekian",
654,,,,,1.0,"Kenapa selalu mendapat info bahwa saya belum langganan ya? Padahal sudah bayar langganan. Akhirnya coba batalin layanan, lalu langganan kembali. Hasilnya bisa dan aman. Tetapi keesokan harinya error kembali.",-1.0
655,,,-1.0,1.0,3.0,"Big love for you! Tapi sayang banget mau apa apa harus premium, baca berita dua kali juga harus premium..🤦 ya kalo e-paper nya premium saya maklumi ya orang koran kerats aja ada harganya. Tapi untuk membaca sebuah berita artikel untuk kedua kalinya kok ya harus banget pake premium. Tapi jujur beritanya bagus bagus 🥲",
656,1.0,1.0,,1.0,5.0,"Sangat suka dengan kualitas sajian berita dan fotonya yang luar biasa. Aplikasinya juga sangat mudah digunakan, dan punya beberapa fitur unik yang sangat berguna, misalnya mengubah text menjadi suara.",
657,,,,,1.0,"Saya sudah berlangganan, tapi kenapa sampai sekarang statusnya masih belum aktif? Padahal saya sudah mendapat email bahwa langganan saya sudah berhasil",-1.0
658,,,,,5.0,"Saya bekerja sebagai penilai sejak tahun 1981,pernah Menjadi sekretaris Jenderal Asosiasi GAPPI(Gabungan Perusahaan Penilai indonesia).GAPPI telah dibubarkan pemerintah diganti oleh MAPPI yang juga dilahirkan oleh GAPPI",
659,,,1.0,1.0,5.0,"Dapat berita dan ulasan terbaik, di mana pun sesuai waktu yg diperlukan... ndak ribet juga utk jd pelanggan, bisa diatur sesuai kebutuhan. Terima kasih Kompas.id",
660,,,,,4.0,Awal saya sudah berlangganan. Trus kemudian tidak perpanjangan. Ketika saya mau langganan kembali Metode ditolak sistem. Padahal sebelum sama. Dipotong pulsa. Mohon solusi.,-1.0
661,,,,,5.0,"Pelayanan admin sangat responsif, awalnya saya terkendala akses padahal sudah berlangganan, tetapi dipandu dengan baik by wa, sekarang alhamdulillah sudah bisa akses tanpa kendala, sukses selalu Kompas.",1.0
662,,,,,3.0,"Saya masuk di PenulisKompas. Lumayan ribet.😇. untuk masuk ke Kompas.id Berulang"" coba, solusi mudahnya dong. Yg mudah dibuat nda usah ribet, yg sulit dicarikan solusi termudah. Bagaimana spy maju (ke depan), nyatanya apa"" supaya bayar. Kirim karyaku sejak tahun 1990 (puisi, cerpen, opini) belum 1 pun pernah tayang di versi cetak. 1990-2022 artinya 32 tahun. Salam, (Agustinus Andoyo Sulyantoro, S.Pd.) Nama pena: Lintang Alit Wetan",
663,,,,1.0,5.0,"Kompas dari dulu adalah koran yg saya sukai berita dan opininya terpercaya..menjaga Indonesia tetap bersatu dan politisinya dan pemikinya punya moral,logika etika dan integritas...",
664,,,,,1.0,"Gimana sih? Sudah langganan e paper tapi giliran mau dibuka suruh langganan lagi. Di klik langganan, keterangan sudah berlangganan. Ini saya yang bego atau gimana",-1.0
665,,,,,4.0,"Kemarin saya kesulitan membuka aplikasi dan tidak bisa login, baik lwat email ataupun google. Tapi setelah menyampaikan keluhan lewat wa admin kompas akhirnya dibantu dan saya bisa kembali mengakses aplikasi. Terima kasih admin.",1.0
666,,,,,5.0,Aplikasi kerenn.. Min biasanya e-paper saya terbit pukul 1.00 tapi hari ini terbit kok pukul 6 apa karna aplikasi saya yak???,
667,,,,,5.0,Aplikasinya cepet banget dibenahi yang masalah ui buku. Saran saya untuk bukunya diupload seperti komik2 . Biar anak muda makin suka apps nya.,1.0
668,,-1.0,,,1.0,"Dulu epaper bisa dibaca walaupun sedang offline. Sekarang harus online dulu supaya bisa baca. Kalau begitu, buat apa ada fungsi download epaper? Payah sekali. Diupdate malah kualitasnya menurun",
669,,,,1.0,5.0,"Ketimbang Baca TEMPE Bagus Baca KOMPAS. Lebih berimbang, tetap beritika dalam pemberitaan baik bagus dan buruk soal kinerja Pemerintah, kritis dalam penyampaian untuk menegakan jurnalisme yang independen. SALUT. JANGAN SAMPAI SEPERTI TEMPO jadi SAMPAH.",
670,,,,0.0,5.0,"Aq mnta beritanya kompas. id, lebh di prluaskn lagi sampai dunia biar yng pmbacanya mnkmtmtti lebh Luas oke!!!nmbh.dan jngn di mhlkn biayanya (usullan dari49035 )waslmmuallaikm wr.bk",
671,,,-1.0,,1.0,Sangat tidak membantu untuk dapat info secara rinci karena harus berlangganan dulu 😭😭 Saya tidak suka aplikasi ini ... Mohon maaf sebelumnya tapi itu pengalaman saya dengan app ini 🙏,
672,,,0.0,,4.0,"saran untuk kompas id , tolong mudah kan proses transaksi berlangganan di situs kompas.id , kalo bisa one clik pay , dan lebih responsif setelah transaksi , kendala utama adalah setelah pembayaran harus menunggu lama untuk dapat di proses , dan juga harus mengisi ulang formulir identitas setiap berlangganan.terimakasih",-1.0
673,,,,-1.0,1.0,Ga independen....jadilah media itu ibarat oposisi bagi pemerintah...g selalu pemerintah itu selalu benar....dan g selalu juga rakyat itu salah berimbanglah dalam menulis suatu berita,
674,,,,1.0,5.0,"kompas tingkatkan lagi profesionalisme mu,,,, selalu berikan berita berita yg kredible , , dg itu maka masyarakat akan percaya padamu,,,, salam buat kak rosi silalahi",
675,,,,-1.0,1.0,Media tidak berbobot. Menyebarkan hoak. Judulnya tidak sesuai dengan kenyataan. Terbukti kerusuhan di Pekanbaru. Ojol bertindak bukan tidak ada sebab. Salah satu pengemudi ditendang dan dianiaya wajar lah ojol mengamuk. Nyesal saya download aplikasi mu. Kompas,
676,,,1.0,1.0,5.0,"Di tahun berapa kalian tahu kalau kompascom berbeda dengan kompas.id ? Beneran dah adanya kompas.id membuat gw yang ga percaya berita kembali percaya lagi dengan berita karena semua beritanya di buat dengan akurat lengkap sama data-data yang benar2 prinsip jurnalistik tanpa unsur politik. Berbeda dari aplikasi2 berita yang hampir semuanya dibuat agar mancing orang baca biarpun isinya ga bagus, berita di kompas.id dibuat sesuai dengan tujuan berita. Ga rugi sih langganan 50.000 sebulan",
677,,,,,5.0,Selamat pagi pak guru yang telah kamu lakukan saat ini aku masih sayang kamu juga harus di lakukan di musim hujan gini masih banyak yang suka kamu tonton di dalam negeri idaman itu yg bikin aku nangis lagi ya allah semoga panjang dapat membuat hidup lebih sehat dan kuat agama,
678,,,,1.0,5.0,"Kompas masih belum tercemar oleh pengusaha hitam seperti yang membeli saham detik dan tempo, yg membuat kehilangan etika jurnalistik tidak ada.",
679,,,,-1.0,2.0,"Kasih bintang 2 dulu aja.tolong jangan ikut2an berita yg provokasi dan main politik kaya media mainstream tempo, CNN indonesia dan detik ..actual dan real aja beritanya pasti anda bisa jadi bintang 5. Dari dulu aku suka dengan kompas sampai bertahun2 langganan korannya. Please keep honesty with your news ok ..good luck",
680,1.0,,1.0,1.0,5.0,"Alasan saya pribadi lebih menyukai baca berita Kompas.id daripada portal berita online gratisan: • Kompas.id arus update beritanya tidak ngebut, jadinya kualitas konten berita Kompas.id dibahasnya lebih mendalam dan gak gegabah. Ini yang paling saya suka 💙. • Tampilan aplikasi Kompas.id bersih dari banner iklan dan gak disusupi video autoplay di dalam artikel. • Iuran langganan 50 ribu sebulan termasuk murah, eh dapet e-koran juga. Mantap.",
681,-1.0,,,,4.0,"Bagus, cantik. Tapi UInya belum konsisten. Aneh aja ada warna biru tua, biru muda, dan gradasi. Mending biru tua sih khas Kompas.",
682,,,,1.0,5.0,Kompas sudah terkenal selama puluhan tahun dengan produk jurnalistiknya yang berkelas dan berkualitas. Apalagi di tengah jaman modern saat ini kompas mampu membuat aplikasi digital yang mudah digunakan. Saat wabah ini kompas juga peduli dengan masyarakat karena menggratiskan layanan epaper untuk semua,
683,,,,,5.0,"Permisi, maaf kalo agak OOT, saya ingin sedikit protes, tadi saya dapat notifikasi dari Kompasiana mengenai survei Kompasiana sendiri, tapi saya tidak bisa login, saya juga berpikir untuk mengisi waktu luang dengan menulis lagi di Kompasiana. Mohon di perbaiki lagi fitur login dan kolom menulis di webnya melalui smartphone, saya tidak bisa login dan menulis tadi, padahal hp ngk kentang wkwkw,, berhubungan Kompasiana tidak punya aplikasi, saya mohon maaf protes di kolom aplikasi ini. 🙏",
684,,0.0,,1.0,5.0,"Bagus. Akhirnya 'kompas dalam genggaman'. Bisa diajak menjadi teman ngopi di pagi hari. Terkait Aplikasi, apakah TTS bisa digunakan untuk versi online (e-paper)? Jika bisa, bagaimana dengan kupon yang dimaksud, dari mana mendapatkannya? Terima kasih jika berkenan Jawab",
685,,,-1.0,,1.0,Saya sdh berlangganan Kompas Premium + Koran dan sudah di transfer juga pada saat yg sama tpi sampai skrg paket berlangganan saya masih tertahan. Perlu berapa lama untuk diproses sbnrnya berlangganan dikompas... Rugi sehari dong saya.,-1.0
686,,-1.0,,,4.0,"Saya berlangganan e-paper setiap kali membuka selalu mendownload untuk membaca, sebaiknya sudah bisa tersimpan dalam bentuk softcopy PDF, jadi setiap akan membaca koran e-paper tidak perlu lagi mendownload dan juga tidak akan membuat berat sistem pada aplikasi (untuk saat ini lemot untuk memindah halaman setiap kali membaca e-paper)",-1.0
687,,,-1.0,1.0,3.0,"Artikelnya kebanyakan berbayar, kurang leluasa untuk membaca padahal beritanya menarik, tau banyak berbayar jadi malas buat membaca. Jadi nilai paling minus dari kompas.id. Bukan nya gak bisa bayar, akan tetapi untuk 50k perbulan menurut saya terlalu expensive buat berita yang bisa dicari bebas di internet.",
688,,,-1.0,-1.0,3.0,"Rubrik Jendela tidak disertakan di kemasan cetak. Payah. Padahal saya sudah menginginkan rubrik ini disertakan di kemasan cetak. Kalau mau baca, kudu bayar yang nilainya sampe sejuta. Sangat payah.",
689,,-1.0,,,2.0,"Kok saya sudah berlangganan perbulan 50ribu ,knp harus tetap mendownload jika membuka e paper ??? Download nya pun harus pertanggal koran yang mau kita lihat dan ketika apliksi di tutup ,pas mau buka lagi kenapa harus mendownload lagi ya ? Padahal kan sudah di download .tolong di perbaiki aplikasinya,kalau kayak begini terus kan membuang quota .",
690,,,1.0,1.0,5.0,Ternyata asyik baca berita berkualitas dengan langganan premium di Kompas. Harga terjangkau dan bebas akses ke semua fitur Kompas. Bravo Kompas. 😉👍,
691,,,0.0,1.0,5.0,"Untuk memproduksi berita bagus perlu biaya besar. Bagi yang tak ingin berlangganan atau membaca berita secara berbayar, bisa lewat aplkasi berita gratisan. Kompas jadi salah satu barometer media massa terpeecaya di tanah air. Maju terus di tengah konvergensi media. Salam.",
692,,,-1.0,,1.0,Aslinya payah banget... Mo baca berita aja harus berbayar. Mending berita di sebelah aja lah. Padahal hanya ingin lihat iklan aja 😞 harus bayar..,
693,,-1.0,,,5.0,"Suka baca berita kompas cetak tapi sayang gak bisa tersimpan dokumen berita harian kompas epaper yg telah didownload, untuk nanti dibaca di kesempatan lain misalnya",
694,0.0,,,,4.0,"Saran, alangkah lebih bagusnya lagi kalau diberi fitur mode baca. Jadi 
latarnya berwarna gelap, shg nyaman untuk dibaca di area kurang cahaya",
695,,,,,4.0,"Bintang lima kalau ada aplikasi ini di Windows Store. Ingat lebih nyaman baca di PC, Laptop, dan Tablet daripada di HP. Ditunggu di Windows Store dan saya pasti langganan. Go paperless!",0.0
696,,,,,3.0,"Secara keseluruhan aplikasinya bagus. Tapi, terkadang suka ngaco. Kalo saya mau baca lagi edisi beberapa minggu lalu, aplikasinya langsung 'force close'. Entah ini karena hp saya atau memang dari aplikasinya. Juga, saya barusan unduh harian Kompas edisi hari ini, tapi pas dibuka malah cuma ada tanda kompas besar di tengah dan layarnya justru gelap. Mohon diperbaiki.",-1.0
697,0.0,-1.0,,,2.0,"1. Kenapa di aplikasi perlu download e-paper baru bisa dibaca, sedangkan di browser bisa langsung baca tanpa download? Tidak setiap waktu & semua orang mau/bisa download. Jangan skill issue. 

2. Please enable fitur rotate phone/baca secara landscape! Koran itu luas, buat apa ada 2-page view ketika baca koran tapi ga bisa baca secara landscape?",
698,,,,,1.0,Udah dua hari ini section beranda loading terus dan di section e-paper dikatakan sedang dalam pemeliharaan. Emang sampai perlu dua hari ya untuk maintenance?,-1.0
699,1.0,,,-1.0,2.0,"Canggih sebetulnya aplikasinya dan nyaman juga membukanya. Namun sayang setelah 2 tahun berlangganan, menurut saya konten materinya cenderung tidak netral dan ada yang mengendalikan dari politik. Terpaksa saya harus uninstall karena zaman seperti sekarang sangat perlu mendapatkan materi pemberitaan yang netral namun tidak mengurangi kualitas.",
700,,-1.0,,,2.0,"skrg baca paper yg sudah didownload tetap harus connect internet. susah untuk baca di pesawat. di versi sebelumnya sudah nyaman untuk membaca offline, walaupun readernya tidak otomatis nenghilangkan kontrol yg ada di bawah halaman.",
701,,,,,2.0,"Download dan baca gratisan lancar, setelah sudah bayar langganan semua artikel di click tidak bisa kebuka, kontak CS bilang aplikasi eror dan disuru buka di website, rusak  aplikasinya udah 1 bulan langganan gak kepake jadinya. Krn ribet bgd harus buka web dan log-in2 lagi.",-1.0
702,-1.0,,,,2.0,"Setelah update, waktu baca ePaper dalam model full screen, tampilan pilihan halaman di bagian bawah tidak bisa auto-hide, sehingga artikel di bagian bawah tidak bisa terbaca.",
703,,,,,1.0,Aplikasinya tidak bisa digunakan dan konten tidak bisa diakses. Padahal sudah subscribe untuk 1 tahun. Customer service juga sama sekali tidak membantu padahal saya sudah hampir sebulan tidak bisa mengakses aplikasi. kompas sudah terang-terangan tidak peduli sudah merugikan konsumen.,-1.0
704,,,,,3.0,"Latest update has removed the ability to highlight words and translate. This was an amazing service for people learning Indonesian, but not anymore. Please change back!!!",-1.0
705,,,,,1.0,"Masih ada subscribe 1 tahun, tapi akun tidak bisa login. Sudah pernah hubungin cs tapi tidak ada perbaikan sama sekali. Terima kasih",-1.0
706,-1.0,,,,3.0,"Viewing dr browser baik2 saja, namun tidak dr aplikasi, margin kanan kiri terpotong. Mengganggu sekali. Saya akses dr iPhone 12Pro, iOS 18.2. Mohon bantuannya",
707,,,-1.0,,1.0,"Ketika bicara era, aplikasi seakan mengikuti tren kapitalis, dalam bahasa Jawa istilahnya ‘“Gruduk Sapen” atau “Rok-rok Asem”.

Apa iya platfom sebesar kompas dengan gedung mewahnya, Gramedia dan mendiang Jakob Oetama tidak memilah masyarakat indonesia secara bijak.

Tidak semua orang Indonesia “beruang”, kami yang dipelosok terjebak pada sistem UMR kadang merasa keberatan dan atas sistem berbayar, sedangkan paket data sudah mencekik, belum lagi BBM pun dikabarkan naik. Pisahkan golongan pembaca yang jelas kaya menengah dan kami kelas bawah supaya informasi dan edukasi merata. Bukankah hal ini sudah termaktub pada kaidah jurnalistik?",
708,,,,1.0,5.0,"Tiap hari saya baca kompas. Rubrik Opininya diisi oleh penulis-penulis yang kredible. Informasi yang saya dapat pun menambah pengetahuan, mempertajam cara pandang. Maju terus kompas!",
709,,,,,1.0,"Ribet lah, pake ini itu, zaman ura canggih gini hrsnya makin mudah, plug and play aja lah, nggak semua org ahli IT tau",
710,,,-1.0,,1.0,"Pada 18-Jan-2024 langganan pada applikasi baru, dibayar pakai Gojek Rp360,000 untuk 1 tahun.
Status langganan tetap tidak active pada saat membuka e-paper.
19-Jan-2024 aku coba bula e-paper, ligin melalui Apple dan ditagih oleh Apel Rp,359,000
Check WA online, pembayaran pada 18-Jan-2024 dinyatakan HILANG-dihapus dari starus langganan",-1.0
711,,,,,5.0,"Aplikasi sudah cukup bagus dan stabil, login melalui Apple ID kadang terjadi error, hotline cukup responsif dan membantu melalui WA, hanya yang melalui telpon tidak diangkat. Kecepatan respon cukup baik.",1.0
712,,,,,1.0,"kompasID. Kenapa ya? Setelah update, saya mau baca tentang topik Gaya, Kendara, malah apps tidak membuka. Sebagai gantinya malah di""lempar"" ke Safari (browser IOS), dan tidak jalan pula. Mohon perbaikan yaa.... Trims",-1.0
713,,0.0,,,4.0,"Satu hal yang kurang: seharusnya ada fitur back to top, biasanya dengan klik tab aktif aplikasi agar bisa kembali ke konten teratas + refresh otomatis",
714,,,,,4.0,"Saya pembaca setia kompas dengan menggunakan device Apple iPad Air lama saya yang update iOS-nya mentok di iOS 12. Dan saya sangat sedih sekali karena update terakhir aplikasi kompas di App Store mengharuskan versi iOS minimal iOS 14. Ini membuat saya tidak bisa lagi mengakses ePaper kompas dengan device saya lagi.

Mohon bantuannya untuk meneruskan support aplikasi kompas untuk iOS 12, agar saya tidak perlu membeli device baru.

Terima kasih.",-1.0
715,,,,1.0,4.0,"Berita di kompas sangat komprehensif dan lengkap. Sangat menginspirasi. Rubrik favorit sa adalah Humaniora dengan pendekatan yang halus namun tetap tajam. Sa pun setiap pagi dapat membaca ePaper kompas, yang kemudian pecahan beritanya pada berbagai artikel di kompas. Sa sangat mengapresiasi kinerja Jurnalistik yang semacam ini. Cuma saran saja, tolong diekspansi ke iOS 12 supaya beberapa kawan sa bisa juga menikmatinya lewat App. Itu saja sih, selebihnya kompas memang Worth it. Terima kasih, kompas. Memang kompas Amanat Hati Nurani Rakyat. Salaam 

- DSAB (Juga Mewakili Angga Bassoni Al Barkah & Ayisha Abdul Basith)",
716,,,,,1.0,Saya pengguna baru dan penasaran untuk membaca berita di kompas. Namun sayang ketika saya coba scroll beritanya aplikasi langsung force close. Selain itu agak berat juga ketika scroll.,-1.0
717,1.0,,,,5.0,"Sekarang sudah bisa portrait, sudah ga laggy pas ganti halaman. Good job deh akhirnya setelah beberapa bulan ngeluh via DM IG, sekarang nyaman lagi baca koran di iPad. Rating saya ubah ke 5. Masih jadi favorit berita kompas sampai sekarang.",1.0
718,1.0,,,,5.0,"Update 05 May 2022 :

“Setelah komplain via email pertengahan April 2022, hari ini muncul update kompas di appstore, dan kali ini mode potrait sudah dikembalikan utk para pembaca. Bravo tim IT kompas, terima kasih…ratingnya sy naikkan jadi 5* ( dr 2*)”

Update versi ipad terbaru menyebabkan tidak bisa membaca dgn mode potrait, sangat tidak nyaman, harusnya pembaca diberikan pilihan untuk memilihmpottait atau landscape, pdhl udah nyaman dgn kondisi sebelumnya bertahun2",1.0
719,-1.0,,,,1.0,"e-paper gak nyaman dibaca dengan iPad karena update terakhir cuma bisa dibaca dengan mode landscape doang, sebelumnya mode potrait bisa. Payah!",
720,-1.0,,,1.0,5.0,"Untuk update terakhir posisi di ipad selalu default landscape, padahal orientasi sudah di lock pada posisi potrait. Tolong segera diperbaiki terima kasih.

Selain bug di update terakhir overall untuk epaper sangat membantu dalam membaca koran kompas secara digital. 

Sukses selalu untuk team kompas",
721,,0.0,,,5.0,"Bagaimana caranya mengunduh epaper ke PDF? Seingat saya aplikasi terdahulu bisa dilakukan, namun sejak aplikasi yg baru ini tdk bisa atau mungkin sy belum tahu cara mengunduh epaper PDF?

Saya pelanggan berbayar, agak menyangkan kalau epaper tdk bs sy unduh utk dokumentasi (kliping) digital saya.",
722,1.0,,,,5.0,"Setelah update ios dan update app kompas, sudah bisa masuk akun dengan lancar, desain dan peforma juga makin bagus. Good Job untuk developernya.",1.0
723,,,,0.0,5.0,"The new update is light and fast. Good work kompas. The device limit is confusing. Would love to get more variety if contents other than news, videos, epaper, and interactiver articles. Podcasts and short videos perhaps?",1.0
724,,,,,2.0,"Berita yang saya buka pada aplikasi selalu tidak terbuka dan ada note belum berlangganan, padahal saya sudah login dan akun saya statusnya sudah berlangganan, ini terjadi setelah update terakhir. mohon ditangani ya

Terima Kasih",-1.0
725,,,,,1.0,Setelah update ke iPad OS 15 artikel2nya ga ada yang bisa dibuka. Setiap diklik loading terus ga selesai2. Please fix this…,-1.0
726,,,,,1.0,"! 

QR Code yang Anda masukkan tidak sesuai. Pastikan Anda memindai QR Code pada Harian kompas edisi hari ini.

Selalu qr code dari harian cetak tidak sesuai, padahal adalah edisi terbatu/hari ini. Sudah lebih dari 3 hari begini.",-1.0
727,,-1.0,,,1.0,"- tidak mudah untuk refresh untuk menampilkan beruta terbaru — atau untuk menampilkan berita yang lebih lama
- tidak ada feature filter/sort berdasarkan tanggal terbit
- e-paper tidak dapat mengakses berita yang lebih lama dari sebulan yang lalu
- masih sering terjadi link berita yang error
- terkadang masih memonta login ulang ketika link berita akan dibuka",-1.0
728,,-1.0,,,3.0,"kurang puas membaca lewat aplikasi karena pembaruan fitur yang lamban. tema night mode belum bisa berjalan di iphone 12. selain itu, sulit mencari versi berita digital dari tiap berita di halaman koran/epaper.",-1.0
