text,aspect,sentiment,source,source_row_id
"Kompas terus pertahankan standar jurnalistik mu yg udah bagus, selalu kasih berita akurat dan terpercaya biar masyarakat makin yakin sama informasi dari aplikasi ini,, salam untuk tim redaksi kompas.id",Kualitas Konten,Positif,augmented_round1,674
Semoga kompas tetap objektif dan tidak memihak dalam meliput semua kalangan,Kualitas Konten,Netral,augmented_round1,1217
"Voucher langganan yg didapat dr tukar poin ternyata ga bisa dipakai, jadi percuma banget deh.",Langganan (Subscription & Pricing),Negatif,augmented_round1,409
"Ga bisa login pake email di iPhone, aplikasinya error terus. Tolong segera diperbaiki dong",Performa (Technical & Access),Negatif,augmented_round1,948
"Aplikasi sering crash saat buka buku, tolong diperbaiki segera ya.",Performa (Technical & Access),Negatif,augmented_round1,613
"Setelah bayar langsung bisa langsung diakses premium-nya, ga perlu nunggu lama, praktis banget!",Langganan (Subscription & Pricing),Positif,augmented_round1,826
"Aplikasi udah lancar banget sekarang, ga freeze lagi waktu scroll berita, dan fitur portrait mode-nya jalan mulus. Seneng deh akhirnya setelah kasih feedback berkali-kali, sekarang enak banget baca Kompas di tablet tanpa lag. Rating naik ke 5 bintang, tetap jadi pilihan utama buat berita harian.",Performa (Technical & Access),Positif,augmented_round1,717
"Judulnya sering kali sama, berulang terus, kurang variatif bgt.",Kualitas Konten,Negatif,augmented_round1,456
"Konten beritanya akurat dan komprehensif, sering ada investigasi mendalam yg beda dari media lain. Ini jurnalisme berkualitas tinggi bgt.",Kualitas Konten,Positif,augmented_round1,277
"Kompas emang parah, fotonya gak sesuai sama isinya, berita gak kredibel banget.",Kualitas Konten,Negatif,augmented_round1,317
"Berita di Kompas semakin banyak yang tidak terverifikasi dengan baik, terlalu sensasional dan kurang kredibel.",Kualitas Konten,Negatif,augmented_round1,1193
"Beritanya memang berkualitas sih, tapi paywall nya kebanyakan bgt 😤 Mau baca artikel lagi aja udah kena premium, padahal cuma artikel biasa bukan e-paper. Sayang banget sih, kalo emang mau monetize ya paham lah, tapi jangan sampe berlebihan gini 🤷",Langganan (Subscription & Pricing),Negatif,augmented_round1,655
"Masa harus bayar langganan buat baca berita sih...sayang bgt aplikasinya jadi gak worth it, mending uninstall aja deh.",Langganan (Subscription & Pricing),Negatif,augmented_round1,464
"Fitur login pakai google masih error, ga bisa balik ke aplikasi kompas. Tolong segera diperbaiki ya",Performa (Technical & Access),Negatif,augmented_round1,592
Setelah update aplikasi ePaper jadi error dan tidak bisa diakses sama sekali.,Performa (Technical & Access),Negatif,augmented_round1,611
"Udah tiga hari berturut-turut aplikasi ini error, halaman utama ga mau load dan e-paper juga selalu bilang sedang maintenance. Berapa lama sih maintenance-nya harus?",Performa (Technical & Access),Negatif,augmented_round1,698
"Artikel teknologi yg ditampilkan udah ketinggalan zaman, padahal saya cari berita terbaru tp malah muncul yg dari berbulan-bulan lalu",Kualitas Konten,Negatif,augmented_round1,148
"Gila, mesti bayar buat baca artikel.. padahal aplikasi lain gratis.. sayang banget sih harus subscribe",Langganan (Subscription & Pricing),Negatif,augmented_round1,928
"Awalnya aplikasi error dan susah login pake email sama google, tapi setelah hubungi admin lewat wa langsung dibantu dan sekarang bisa akses lagi dengan lancar. Makasih admin responsif banget!",Performa (Technical & Access),Positif,augmented_round1,665
Udah bayar di google play tapi tetap ga bisa dibuka. Gimana ini?,Performa (Technical & Access),Negatif,augmented_round1,411
"Baca berita kok harus bayar sih??? Mending cari sumber berita lain aja, di internet banyak yang gratis kok.",Langganan (Subscription & Pricing),Negatif,augmented_round1,304
"Sejak update versi 2.0, fitur download epaper ga berfungsi sama sekali. Udah coba di iPad sama iPhone tapi tetap error. Tolong diperbaiki dong.",Performa (Technical & Access),Negatif,augmented_round1,577
"Berita lokal di kompas itu sangat kurang dan jarang diupdate, jauh lebih bagus portal berita daerah lain.",Kualitas Konten,Negatif,augmented_round1,1189
"Tolong diperbaiki, aplikasinya error saat mau buka epaper",Performa (Technical & Access),Negatif,augmented_round1,586
"Trik nipu, suruh sign in katanya gratis eh ternyata mesti bayar langganan buat baca berita lengkap 😤 aplikasi menipu banget sih.",Langganan (Subscription & Pricing),Negatif,augmented_round1,478
"Dapet promo gratis 3 bulan dari traveloka trus langsung kerasa worth it bgt, ga ada iklan mengganggu, konten beritanya berkualitas, bisa didengarkan juga, plus akses e-paper lengkap, jadi beneran hemat banget untuk nilai yg didapat",Langganan (Subscription & Pricing),Positif,augmented_round1,1152
"Lumayan sih, tapi artikelnya sering ga akurat banget..",Kualitas Konten,Negatif,augmented_round1,312
"Banyak artikel kompas punya judul yang menyesatkan dan ga sesuai sama isi beritanya, bener-bener clickbait bgt",Kualitas Konten,Negatif,augmented_round1,1190
"Uninstall, cuma boleh baca 5 artikel terus langsung minta bayar 50rb per bulan 😤",Langganan (Subscription & Pricing),Negatif,augmented_round1,1069
"Fitur e-paper nya bermasalah bgt, sampe pengen berhenti langganan Kompas yg udah setia dr dulu",Fungsionalitas,Negatif,augmented_round1,367
"Harga langganan sebanding banget sama kualitas jurnalistiknya, totally worth it deh untuk subscribe.",Langganan (Subscription & Pricing),Positif,augmented_round1,1124
"Konten beritanya tuh komplit bgt sih, selalu update dan informatif, cuma sayang fitur pencarian berita lama kurang praktis banget.",Kualitas Konten,Positif,augmented_round1,618
Beritanya akurat dan sangat informatif bgt,Kualitas Konten,Positif,augmented_round1,554
mau tanya paket berlangganan mana yang paling sesuai untuk saya,Langganan (Subscription & Pricing),Netral,augmented_round1,760
"Sejak 2023 Kompas jadi berpihak dalam berita politiknya, udah ga netral lagi. Media yg dulu dipercaya jadi kehilangan kredibilitas, padahal seharusnya jadi pilar demokrasi bukan alat propaganda. Sayang bgt.",Kualitas Konten,Negatif,augmented_round1,961
"Bayar berlangganan tapi kontennya ga sesuai harapan, rasanya ga adil bgt. Waktu cari artikel mendalam tentang strategi Barcelona, yg ada cuma foto pemain sama judulnya doang, mana analisisnya? Kecewa deh",Kualitas Konten,Negatif,augmented_round1,738
"Langganan tahunan Kompas.id jauh lebih menguntungkan dibanding bayar per bulan, bener-bener hemat banget 💰",Langganan (Subscription & Pricing),Positif,augmented_round1,767
"Beritanya kok sering ketinggalan update, kompetitor udah publish duluan baru kompas menyusul terus",Kualitas Konten,Negatif,augmented_round1,1187
"Dapet voucher langganan gratis dr tukar poin, tapi tetep aja ga bisa akses epaper, harus bayar 50k buat download, jadi percuma dong tukarnya? Ini perlu diperbaiki asap!!",Langganan (Subscription & Pricing),Negatif,augmented_round1,1145
"Kompas katanya independen tapi kok beritanya banyak framing ya? Semakin lama semakin terlihat bias dan berpihak, kayak konten disesuaikan sama siapa yg bayar. Kredibilitas jatuh deh, cuma ngurus cuan doang",Kualitas Konten,Negatif,augmented_round1,653
"Beritanya ga bermutu, isinya misleading bgt...",Kualitas Konten,Negatif,augmented_round1,77
"Konten beritanya jelek bgt, masih minta bayaran lagi.. parah",Kualitas Konten,Negatif,augmented_round1,401
"Dari pagi sampai sekarang aplikasi kompas ga bisa dibuka sama sekali, kenapa sih server-nya error terus?",Performa (Technical & Access),Negatif,augmented_round1,124
"Udah bayar premium tapi tetap dikasih iklan berlangganan, terus pas buka berita premium malah disuruh bayar lagi. Langganan Kompas cuma bikin kesel, bukan dapet berita",Langganan (Subscription & Pricing),Negatif,augmented_round1,959
"Paket langganan udah include e-paper gratis, mantap bgt",Langganan (Subscription & Pricing),Positif,augmented_round1,991
"Kompas emang parah, foto sama judulnya ga match bgt, beritanya jadi misleading deh.",Kualitas Konten,Negatif,augmented_round1,317
"Aplikasi udah jauh lebih responsif, bisa akses e-paper tanpa lag lagi. Dulu loading-nya lama banget, sekarang smooth bgt. Mantap, Kompas! 👍",Performa (Technical & Access),Positif,augmented_round1,945
"Berita di aplikasi ini terlalu banyak clickbait dan framing, jangan samain diri sama media lain yg suka main politik.. padahal dulu kompas itu kredibel bgt, harusnya tetap jaga integritas beritanya supaya bisa jadi pilihan utama lagi.",Kualitas Konten,Negatif,augmented_round1,679
"Kebanyakan artikel kunci di balik paywall, jadi susah buat baca berita padahal kontennya bagus, malah jadi males buka aplikasi. Ini sih minus terbesar kompas.id. Bukan masalah ga mampu bayar, tapi 50k per bulan terlalu mahal bgt untuk berita yang bisa dapet gratis di tempat lain.",Langganan (Subscription & Pricing),Negatif,augmented_round1,687
Aplikasinya super lancar dan responsif banget setelah update terakhir,Performa (Technical & Access),Positif,augmented_round1,912
"Tampilan ePaper di HP kok jadi berantakan, nama file nya muncul di kanan terus nutup teks jadi susah dibaca banget. Di tablet sih oke, tapi di handphone kok gini? Tolong dong dihilangkan nama filenya biar bisa baca dengan nyaman.",Tampilan (UI/UX),Negatif,augmented_round1,629
"Semoga aplikasi Kompas.id bisa tersedia di Windows Store dan platform lain supaya lebih mudah diakses dari PC, Laptop, dan Tablet. Ditunggu updatenya!",Performa (Technical & Access),Netral,augmented_round1,695
"Berita di kompas.id sering kurang mendalam dan tidak lengkap, banyak informasi penting yang terlewatkan.",Kualitas Konten,Negatif,augmented_round1,1201
"Langganan tahunan udah bayar mahal, tapi aplikasi malah force close terus kalo login. Kalo di-uninstall terus di-install ulang bisa normal, tapi ya cuma bisa baca artikel gratis doang. Rugi banget deh bayar subscription yearly kalo gini terus, CS pun cuma nyaranin pake browser aja. Tolong diperbaiki dong!",Langganan (Subscription & Pricing),Negatif,augmented_round1,979
fitur zoom e-paper kompas id bekerja dengan sangat smooth dan gambarnya tetap jernih,Fungsionalitas,Positif,augmented_round1,810
Konten beritanya akurat dan berimbang banget,Kualitas Konten,Positif,augmented_round1,1059
Aplikasi ini sangat berguna untuk mendapatkan berita terbaru dan memperluas wawasan lewat berbagai perspektif penulis yang kredibel,Kualitas Konten,Positif,augmented_round1,1034
"Setelah reinstall aplikasi langsung bisa login dengan lancar tanpa masalah, makasih tim supportnya",Performa (Technical & Access),Positif,augmented_round1,824
"dapat promo gratis 3 bulan dari traveloka dan benar2 worth it, fitur premium tanpa iklan sama berita berkualitas daging semua bikin langganan ini sangat hemat dan menguntungkan",Langganan (Subscription & Pricing),Positif,augmented_round1,1152
"Fitur e-paper nya ribet bgt, harus download terus setiap kali mau baca padahal bisa disimpan jadi PDF aja biar ga perlu download berulang kali dan aplikasinya jadi ga lemot saat ganti halaman.",Fungsionalitas,Negatif,augmented_round1,686
"Paket berlangganannya worth it bgt, dapet akses semua fitur keren plus game edukatif dr kompas muda, highly recommended dah buat anak muda!",Langganan (Subscription & Pricing),Positif,augmented_round1,637
Aplikasi ini menyajikan berita-berita terkini dengan cakupan yang sangat lengkap dan komprehensif!!,Kualitas Konten,Positif,augmented_round1,905
"Berita yg disajikan lengkap dan akurat, konten selalu update dan terpercaya bgt, cuma sayangnya fitur landscape belum tersedia padahal itu bisa bikin pengalaman baca lebih nyaman 😊",Kualitas Konten,Positif,augmented_round1,736
Berita Kompas terbukti akurat dan kredibel.,Kualitas Konten,Positif,augmented_round1,99
"Berita selalu aktual dan dilengkapi analisis mendalam serta penulisan yg berbobot, sangat memuaskan.",Kualitas Konten,Positif,augmented_round1,940
Apakah bisa langganan lewat transfer bank biasa atau ada metode pembayaran lain,Langganan (Subscription & Pricing),Netral,augmented_round1,759
Aplikasi kompas id setelah di-update jadi lebih smooth dan ga pernah force close lagi,Performa (Technical & Access),Positif,augmented_round1,820
"Konten Kompas.Id sangat relevan dan informatif buat generasi muda, cocok banget buat nambah pengetahuan dan wawasan. Semoga terus berkembang ya! 😊",Kualitas Konten,Positif,augmented_round1,513
"Aplikasi Kompas di iPad lumayan bagus sih, cuma sayangnya masih sering lag dan kadang force close waktu ganti-ganti tab, jadi agak mengganggu pengalaman membaca beritanya.",Performa (Technical & Access),Negatif,augmented_round1,1164
Layanan customer service kompas id sangat responsif saat saya mengalami masalah login berlangganan,Performa (Technical & Access),Positif,augmented_round1,827
"Berita-beritanya akurat banget, informatif, dan bisa dipercaya buat nambah wawasan kita",Kualitas Konten,Positif,augmented_round1,168
"Udah langganan e paper tp aplikasinya sering error pas mau download, bahkan gabisa diunduh sama sekali.",Performa (Technical & Access),Negatif,augmented_round1,589
Harap kompas tambah liputan tentang isu kesehatan khususnya di wilayah terpencil,Kualitas Konten,Netral,augmented_round1,1230
"Sudah bayar langganan tapi sistem masih bilang belum aktif, jadinya ga bisa akses epaper sama sekali",Performa (Technical & Access),Negatif,augmented_round1,902
"Aplikasi ini sering error saat login, apalagi pas mau perpanjang langganan. Server nya lemot bgt dan sering force close. Padahal saya pelanggan setia lebih dr 15 tahun, tapi masalah teknis gini ga pernah ditangani dengan baik. Payah!",Performa (Technical & Access),Negatif,augmented_round1,1159
Konten beritanya terpercaya dan komprehensif bgt,Kualitas Konten,Positif,augmented_round1,73
"Aplikasinya sangat membantu saya mendapatkan berita terkini yang akurat dan bisa dipercaya, terutama karena sumbernya jelas dan kredibel.",Kualitas Konten,Positif,augmented_round1,331
Konten cerpen dan TTS Kompas minggu ini sangat berkualitas dan bikin terhibur banget..,Kualitas Konten,Positif,augmented_round1,350
"Aplikasi udah bisa dibuka normal lagi di mode portrait, makasih udah diperbaiki dengan cepat!",Performa (Technical & Access),Positif,augmented_round1,569
Semoga aplikasi Kompas bisa diakses dengan lancar di semua perangkat Android dan tanpa biaya berlangganan.,Performa (Technical & Access),Netral,augmented_round1,529
"Paket berlangganan udah include e-paper gratis, mantap banget nilainya",Langganan (Subscription & Pricing),Positif,augmented_round1,991
"Beritanya berpihak dan sering framing untuk nyinyirin tokoh tertentu..udah ga kredibel lagi DAN SANGAT BIAS...kecewa bgt, ini bukan jurnalisme tapi propaganda",Kualitas Konten,Negatif,augmented_round1,1075
apakah perlu berlangganan premium untuk akses semua berita?,Langganan (Subscription & Pricing),Netral,augmented_round1,136
"Aplikasi ini responsif dan lancar meski koneksi internetnya lagi lemot, performa tetap stabil banget.",Performa (Technical & Access),Positif,augmented_round1,821
Aplikasi berjalan sangat stabil dan ga pernah crash selama sebulan pemakaian ini.,Performa (Technical & Access),Positif,augmented_round1,823
"Konten beritanya akurat dan terpercaya bgt, worth it banget langganan premium Kompas. Puas sama kualitas dan harganya yang reasonable. Mantap Kompas! 😊👏",Kualitas Konten,Positif,augmented_round1,690
"Berita-beritanya disajikan dengan sangat mendalam dan informatif, tampilan aplikasinya juga nyaman kayak baca website tapi tanpa iklan yang bikin kesel, plus ada fitur AI yang bisa baca berita buat kita dan tersedia juga ebook gratis yang bisa didownload.",Kualitas Konten,Positif,augmented_round1,626
Berita-beritanya akurat dan bisa dipercaya banget sumbernya,Kualitas Konten,Positif,augmented_round1,1054
"Udah coba buka tp beritanya sama gambarnya ga cocok, jadi bingung banget maksudnya apa.",Kualitas Konten,Negatif,augmented_round1,1074
"Berita di app ini banyak yg sudah expired, terutama lowongan kerja nya ga pernah diupdate, jadi ga relevan sama sekali buat pembaca. Harusnya Kompas bisa lebih teliti dalam memilah konten biar benar-benar bermanfaat, bukan sekadar asal muat aja.",Kualitas Konten,Negatif,augmented_round1,1151
"Artikelnya selalu aktual dan penuh dengan konten berkualitas tinggi (ekonomi, politik, dsb) yang sangat informatif.",Kualitas Konten,Positif,augmented_round1,911
Aplikasi susah dibuka untuk akses artikel,Performa (Technical & Access),Negatif,augmented_round1,404
"Aplikasi udah jauh lebih bagus, e-paper loading cepat banget sekarang. Dulu sering error pas mau buka, sekarang lancar terus. Mantap kompas! 👍",Performa (Technical & Access),Positif,augmented_round1,945
"Konten beritanya akurat dan terpercaya, worth it buat berlangganan kompas",Kualitas Konten,Positif,augmented_round1,420
Aplikasinya lancar banget dan belum pernah crash sama sekali.,Performa (Technical & Access),Positif,augmented_round1,557
Setelah update epaper jadi ga bisa dibuka sama sekali,Performa (Technical & Access),Negatif,augmented_round1,952
"Aplikasinya stabil banget dan loading-nya cepat, nggak pernah lag atau crash.",Performa (Technical & Access),Positif,augmented_round1,557
fitur langganan topik sangat memudahkan karena berita sesuai minat langsung muncul di halaman utama,Fungsionalitas,Positif,augmented_round1,812
"Berita covid nya kok selalu sensasional dan menakut-nakutin, padahal banyak yg sembuh tp ga dibahas sama sekali",Kualitas Konten,Negatif,augmented_round1,383
"Aplikasinya lumayan sih, tapi sering banget bermasalah. Setiap kali saya coba buka arsip berita dari minggu-minggu sebelumnya, aplikasinya langsung crash dan tutup sendiri. Terus, tadi saya download edisi Kompas hari ini, tapi pas dibuka malah layarnya hitam dan cuma muncul logo kompas doang di tengah. Entah bug dari aplikasinya atau gimana, tapi ini ganggu banget. Tolong segera diperbaiki ya.",Performa (Technical & Access),Negatif,augmented_round1,696
"Berita-beritanya kredibel dan informatif, cocok jadi sumber bacaan utama nih!",Kualitas Konten,Positif,augmented_round1,337
"Udah bayar premium setahun tapi kontennya malah kecewa bgt, menu berita sering diubah sembarangan, koleksi cerpen yg harusnya lengkap jadi cuma 4 doang, humaniora ilang entah kemana, terus berita hukum malah muncul di menu ekonomi... ini gak profesional, tolong diperbaiki!",Kualitas Konten,Negatif,augmented_round1,616
"Setelah update terbaru aplikasi jadi error terus, berita ga bisa dibuka padahal udah login dan langganan aktif, muncul notif belum berlangganan mulu, tolong diperbaiki dong",Performa (Technical & Access),Negatif,augmented_round1,724
Apakah fitur e-paper bisa di-print langsung dari aplikasi ya?,Fungsionalitas,Netral,augmented_round1,194
"Kompas.id beneran beda banget dari kompascom, beritanya selalu akurat lengkap sama kredibel dengan data yg valid dan prinsip jurnalistik beneran tanpa campur tangan politik, jadi gw jadi percaya lagi sama berita setelah lama skeptis, ga kayak aplikasi berita lain yg cuma mancing klik aja meski isinya jelek, di sini berita dibuat sesuai tujuan sebenarnya dan totally worth it bayar 50rb sebulan.",Kualitas Konten,Positif,augmented_round1,676
"Berita-beritanya selalu akurat, mendalam, terpercaya & ga pernah bias!!",Kualitas Konten,Positif,augmented_round1,503
"Proses login pake email sama password ribet banget, jadi males buat akun baru deh mending uninstall aja",Performa (Technical & Access),Negatif,augmented_round1,259
"Konten di bagian cetak dan e-paper jarang di-update, meskipun udah di-refresh berkali-kali bgt",Kualitas Konten,Negatif,augmented_round1,466
"Tampilannya kurang eye-catching dan desainnya membuat mata cepat lelah, ditambah lagi fitur copy-paste nya ga ada jadi ribet banget buat yang butuh ambil referensi dari artikel.",Tampilan (UI/UX),Negatif,augmented_round1,639
"Berita-berita di Kompas cuma permukaan aja, analisisnya minim banget ga ada substance sama sekali.",Kualitas Konten,Negatif,augmented_round1,1200
"Udah bayar premium setahun tp berita yg ditampilkan gak lengkap dan gak terstruktur, menu cerpen harusnya ratusan tapi cuma 4 doang, humaniora ilang kemana, terus berita ekonomi campur sama hukum, ini beneran gak profesional dan bikin bingung!",Kualitas Konten,Negatif,augmented_round1,616
Kompas udah lama jadi pilihan utama gue krn beritanya selalu akurat dan bisa dipercaya banget.,Kualitas Konten,Positif,augmented_round1,388
Beritanya selalu akurat dan tajam banget,Kualitas Konten,Positif,augmented_round1,892
"Aplikasinya minta login terus, ga bisa langsung baca berita.. ribet bgt, langsung aku hapus aja",Performa (Technical & Access),Negatif,augmented_round1,936
"Aplikasi nya udah oke, konten lengkap, download e-paper juga praktis. Sayang banget ga support mode landscape, padahal baca berita lebih nyaman kalo landscape gitu. Tolong ditambahin fitur landscape nya ya, pasti langsung 5 bintang deh 😊",Tampilan (UI/UX),Negatif,augmented_round1,736
"Navigasi landscape masih belum bisa, terus aplikasi sering crash di iPad. Kapan sih Kompas bakal benerin tampilan ini? 🙄",Tampilan (UI/UX),Negatif,augmented_round1,739
"Uninstall aja, setiap artikel langsung minta bayar. Masih banyak aplikasi berita yang gratis kok.",Langganan (Subscription & Pricing),Negatif,augmented_round1,234
"Beritanya akurat dan selalu update, mantap banget deh",Kualitas Konten,Positif,augmented_round1,931
"Aplikasi ini lumayan sih, tapi fitur scrolling-nya sering nunjukin berita yang sama berkali-kali, padahal harusnya bisa lompat ke berita lama jadi pembacaan jadi terbatas banget.",Fungsionalitas,Negatif,augmented_round1,732
"Fitur audio berita sangat membantu banget, bisa dengerin berita sambil sibuk tanpa perlu lihat layar.",Fungsionalitas,Positif,augmented_round1,180
Mohon tambahkan opsi tema gelap atau warna lain untuk variasi tampilan antarmuka,Tampilan (UI/UX),Netral,augmented_round1,780
"Kompas emang kecewa bgt, foto sama tulisannya ga cocok sama sekali, berita kaya sembarangan aja.",Kualitas Konten,Negatif,augmented_round1,317
Antarmukanya user-friendly dan gampang dipelajari bahkan untuk pemula.,Tampilan (UI/UX),Positif,augmented_round1,227
"Konten beritanya selalu aktual dan memberikan kesempatan bagi suara masyarakat pelosok untuk dimuat di platform nasional, sangat membantu kami yang ada di daerah terpencil.",Kualitas Konten,Positif,augmented_round1,537
"Beritanya ga netral bgt, selalu condong ke salah satu pihak doang, jadi credibilitynya jatuh...payah banget, langsung uninstall deh.",Kualitas Konten,Negatif,augmented_round1,399
"Aplikasi ini keren bgt, beritanya lengkap dan informatif banget, bisa nambah wawasan dan pengetahuan saya setiap hari.",Kualitas Konten,Positif,augmented_round1,1048
"Dapet promo gratis 3 bulan dr traveloka, worth it bgt!! tanpa iklan, berita berkualitas, bisa didengarkan, plus akses e-paper lengkap, harga langganannya terbukti sangat sepadan",Langganan (Subscription & Pricing),Positif,augmented_round1,1152
Harga langganan jauh lebih murah dibanding manfaat dan konten berkualitas yang bisa diakses setiap harinya,Langganan (Subscription & Pricing),Positif,augmented_round1,771
"Beritanya akurat dan terpercaya, Kompas.id emang terdepan",Kualitas Konten,Positif,augmented_round1,1049
Kok harus bayar langganan cuma buat baca berita dikit dikit,Langganan (Subscription & Pricing),Negatif,augmented_round1,472
"Berita terbaru nya ga akurat bgt, soal keluarga kelaparan langsung disalahkan agama islam, ini jelas clickbait dan misleading",Kualitas Konten,Negatif,augmented_round1,896
"Udah baca beberapa artikel tp kok berita sama gambarnya ga match, jadi bingung maksudnya apa sih.",Kualitas Konten,Negatif,augmented_round1,1074
"Aplikasi sering force close pas dibuka di iPad 2 retina iOS 11.3.1, jadi ga bisa dipakai sama sekali. Sayang banget udah bayar subscription tapi malah error terus, mohon segera diperbaiki..",Performa (Technical & Access),Negatif,augmented_round1,744
"Kompas.id emang jadi pilihan terbaik di antara banyaknya aplikasi berita, kontennya selalu mencerahkan dan mendalam, bukan cuma sekadar berita biasa aja, tapi penuh analisis dan ulasan yang berguna banget.",Kualitas Konten,Positif,augmented_round1,633
"Aplikasi selalu force close pas dibuka di iPad Mini dengan iOS 11.3.1, jadi ga bisa dipakai sama sekali. Mohon segera diperbaiki biar bisa langganan epaper premium nya.",Performa (Technical & Access),Negatif,augmented_round1,745
"Bayar berlangganan tapi konten yg disajikan ga sesuai harapan, itu ga fair banget. Gw coba cari artikel mendalam tentang strategi Barcelona eh yg ada cuma foto pemain sama judul doang, mana ada analisisnya??? Ini bukan kualitas berita yg layak dibayar.",Kualitas Konten,Negatif,augmented_round1,738
Artikelnya selalu update dan kredibel banget,Kualitas Konten,Positif,augmented_round1,114
"Beritanya kredibel, mudah dipahami dan informatif",Kualitas Konten,Positif,augmented_round1,348
"Terlalu banyak paywall skrg, padahal kompas udah dapet revenue banyak dr iklan aja kok mesti charge user segala....",Langganan (Subscription & Pricing),Negatif,augmented_round1,499
"Berita yg ditampilkan udah ketinggalan zaman bgt, lowongan kerja juga ga di-update sesuai tahun sekarang. Gimana bisa bermanfaat klo kontennya ga aktual?? Harusnya diklarifikasi dulu sebelum publish, jangan asal muat kyk media amatiran gitu.",Kualitas Konten,Negatif,augmented_round1,1151
"Kompas selalu menyajikan berita yang akurat dan terpercaya, independensinya ga diraguin lagi",Kualitas Konten,Positif,augmented_round1,353
Mohon ditambahkan konten berita dari wilayah Jawa Tengah lebih banyak lagi.,Kualitas Konten,Netral,augmented_round1,300
"Sudah bayar berlangganan 6 bulan, tapi fitur download pdf nya error terus ga bisa dipakai. Sayang banget duitnya...tolong diperbaiki dong!",Performa (Technical & Access),Negatif,augmented_round1,596
"Aplikasi udah lancar banget sekarang, ga ada lag lagi waktu scroll berita. Seneng deh akhirnya responsif dan stabil, bisa baca dengan nyaman di iPad tanpa hambatan. Thanks udah dengerin feedback, sekarang jadi aplikasi favorit lagi buat update berita.",Performa (Technical & Access),Positif,augmented_round1,717
"Berita dunia yang disajikan sangat kredibel dan akurat, jauh lebih memuaskan dibanding koran cetak tradisional.",Kualitas Konten,Positif,augmented_round1,434
"Beritanya selalu aktual dan terpercaya, kontennya bagus banget dan informatif meski update epapernya kadang terlambat👍",Kualitas Konten,Positif,augmented_round1,648
"Aplikasi ini udah jalan dengan stabil di iPhone saya yang pakai iOS 12, loading berita cepat dan nggak pernah crash sama sekali, cuma semoga ke depannya bisa ditambahkan fitur untuk customize ukuran font biar lebih nyaman dibaca.",Performa (Technical & Access),Positif,augmented_round1,983
"Bisa akses berita dari skala nasional hingga lokal desa, lengkap banget.",Kualitas Konten,Positif,augmented_round1,1101
"Navigasi portrait terlalu sempit bikin tampilan jadi tidak nyaman, terus ga ada dark mode jadi silau banget kalo dibuka malam hari.",Tampilan (UI/UX),Negatif,augmented_round1,590
Konten beritanya terpercaya dan sangat informatif,Kualitas Konten,Positif,augmented_round1,298
"Berita kompas terlalu banyak bias, presentasinya ga seimbang dan jelas terlihat berpihak pada satu pihak aja",Kualitas Konten,Negatif,augmented_round1,1198
"Aplikasinya memang user-friendly dan mudah digunakan, tapi sayang banget kontennya ga objektif dan terasa ada bias politik di dalamnya, jadi akhirnya saya uninstall karena butuh berita yg benar-benar netral dan kredibel.",Kualitas Konten,Negatif,augmented_round1,699
"Berita yg disajikan udah ga netral lagi, banyak clickbait dan framing berpihak. Kayaknya kredibilitas Kompas menurun drastis, prioritasnya cuma cuan bukan kebenaran faktual.",Kualitas Konten,Negatif,augmented_round1,653
"Berita Kompas selalu akurat, mendalam, dan bisa dipercaya banget. Mantap! 👍",Kualitas Konten,Positif,augmented_round1,221
Konten beritanya komprehensif dan variatif banget.,Kualitas Konten,Positif,augmented_round1,830
"Fitur e-paper di aplikasi ini kurang user-friendly, harus download dulu baru bisa dibaca padahal di browser langsung bisa diakses tanpa repot. Terus kenapa ga ada opsi landscape mode buat baca koran? Padahal koran butuh tampilan lebar, jadi 2-page view-nya jadi ga berguna kalo ga bisa dirotasi.",Fungsionalitas,Negatif,augmented_round1,697
Fitur notifikasi pagi dari Kompas.id sangat membantu agar saya ga ketinggalan berita terkini setiap hari.,Fungsionalitas,Positif,augmented_round1,815
fitur text-to-speech kompas id suaranya bagus dan pengucapannya terasa natural jadi enak didengarkan dalam waktu lama,Fungsionalitas,Positif,augmented_round1,1182
"Proses pembayaran langganan di aplikasi ini benar-benar kacau, loading terus menerus sampai akhirnya gagal checkout, padahal vocer saya 70rb udah kepotong tapi subscription ga jadi aktif, rugi banget deh, aplikasi ini ga bisa dipercaya buat transaksi berlangganan, jangan sampai kejadian sama kalian.",Langganan (Subscription & Pricing),Negatif,augmented_round1,1162
"Aplikasi kompas id sekarang jauh lebih lancar, ga pernah error dan stabilnya bgt setelah update terbaru",Performa (Technical & Access),Positif,augmented_round1,820
Puas banget dapet penawaran langganan tahunan dengan harga yang terjangkau,Langganan (Subscription & Pricing),Positif,augmented_round1,764
"Admin-nya super responsif banget, awalnya login bermasalah padahal udah bayar, tapi langsung dibantu via WA dan sekarang lancar jaya akses aplikasinya, makasih Kompas!",Performa (Technical & Access),Positif,augmented_round1,661
"Beritanya akurat dan selalu update, bisa dipercaya banget!",Kualitas Konten,Positif,augmented_round1,188
"Berita-beritanya akurat, berimbang, dan sangat kredibel",Kualitas Konten,Positif,augmented_round1,831
"Bayar berlangganan tp konten yg disajikan ga sebanding, misal pas baca analisis mendalam soal strategi Barcelona cuma dapet foto pemain sama judul aja tanpa penjelasan detail yg diharapkan.",Kualitas Konten,Negatif,augmented_round1,738
